"age","income","balance","id","fee_1","rate_1","rewards_1","fee_2","rate_2","rewards_2","fee_3","rate_3","rewards_3","fee_4","rate_4","rewards_4","fee_5","rate_5","rewards_5","error1","error2","error3","error4","error5","utility1","utility2","utility3","utility4","utility5","choice"
70,57740.2928769637,948.620307402288,816,75,0.2,1,0,0.05,1,100,0.25,1,25,0.1,0,0,0,0,0.287917119057714,0.134974971907965,-0.676910486471032,-0.064726988532487,1.16862202738585,12.7421660644768,17.4642239173271,10.1523384589481,14.1395219568866,1.16862202738585,2
20,57888.0054825606,790.044399223895,817,100,0.15,0,100,0.2,1,75,0.1,0,0,0.05,0,0,0,0,0.0644970425582099,3.01724455291973,0.729931899580476,0.637171280277997,3.38325082165352,37.0193017027347,40.2220492130962,39.309736559757,41.5919759404545,3.38325082165352,4
24,52984.4825780628,1094.40547583049,818,25,0.25,0,100,0.25,0,100,0.1,0,100,0.2,1,0,0,0,0.864781829287716,0.279267353258716,-0.177024127414462,5.89157902323302,-0.0391234040108317,30.2765920206411,28.5660775446121,31.8597860639389,36.9283892145864,-0.0391234040108317,4
49,76945.7634428725,932.265937571131,819,0,0.25,1,0,0.25,0,100,0.05,0,25,0.15,0,0,0,0,0.814805670929973,0.462155771713459,-0.639515834444176,-0.224067544624026,-0.475517789343646,39.9687045973716,38.1160546981551,40.5143830919975,39.5548313818176,-0.475517789343646,3
45,95027.9901474447,1607.68120006974,820,0,0.05,0,75,0.1,0,0,0.15,1,75,0.1,1,0,0,0,3.55651904584,1.60455322537993,3.13251435939345,1.46087329189451,0.658876326449205,63.580310671168,59.2533448507079,62.1563059847214,60.6096649172225,0.658876326449205,1
56,4399.12278106299,1264.78930097306,821,100,0.05,1,25,0.25,0,25,0.1,0,0,0.2,0,0,0,0,0.574421029209845,1.37940460305732,0.880602462238482,-1.39549545131356,2.415122832816,-21.9363246068866,-26.5063410330391,-23.255143173858,-27.65624108741,2.415122832816,5
35,47441.3312617107,670.142773504057,822,100,0.15,1,100,0.15,0,75,0.25,1,0,0.25,1,0,0,0,-0.0986434225430036,-0.254902344080821,-1.24373978016166,0.520750291423595,0.72513897712327,21.9764881499111,20.3202292283733,18.7063917922924,21.5958818638777,0.72513897712327,1
49,33237.0708358216,1299.20261412597,823,25,0.25,1,0,0.25,1,0,0.2,0,0,0.15,1,0,0,0,0.58484826190013,0.789090596975238,0.294067224241433,0.71529061004535,1.69113408004004,2.21135847234848,2.79060080742359,2.04557743468978,5.2168008204937,1.69113408004004,4
66,66482.8122937892,1391.56200683552,824,75,0.25,1,100,0.15,0,75,0.2,0,75,0.25,1,0,0,0,-1.9342284711302,1.58460971492003,2.04743835246287,1.35197408769159,2.08458316554261,18.7011619785906,22.8450001646409,22.4328288021837,21.9873645374124,2.08458316554261,2
65,75785.1315429095,1278.31120645843,825,0,0.05,0,100,0.2,0,0,0.05,0,0,0.15,0,0,0,0,1.67261104142116,-0.951719905518179,-0.679558765945667,0.923917670289812,0.0998208090865736,35.3399728528942,27.4656419059549,32.9878030455274,32.0912794817629,0.0998208090865736,1
41,42778.9066797023,821.192858625038,826,25,0.2,0,100,0.15,0,100,0.1,0,25,0.25,0,0,0,0,-0.0930132362352257,2.87137007959866,-0.913479889879878,0.52843729237574,1.115136492363,13.3940574415117,16.4834407573456,13.9485907878671,12.7655079701227,1.115136492363,2
24,40853.4554306205,637.187975282182,827,100,0.15,0,75,0.15,1,100,0.05,1,100,0.2,1,0,0,0,1.27090314602817,-0.461008443166857,-1.60769694237848,3.75300505992913,0.902098312059244,21.7463402620556,21.8894286728606,22.8677401736489,24.4784421759565,0.902098312059244,4
60,7666.44449988488,620.995385465362,828,25,0.25,1,0,0.2,1,75,0.05,0,75,0.2,1,0,0,0,-0.623347130637602,1.67233950315904,1.02901751973371,1.41640402759567,0.443980303426704,-26.2318693057355,-22.3111826719388,-21.8295046553641,-23.6921181475022,0.443980303426704,5
44,60723.7122368642,840.803459062878,829,100,0.25,1,100,0.15,0,25,0.15,1,0,0.1,0,0,0,0,1.65593638055683,1.66088578021961,-0.751177100154823,-0.640412832638608,1.51322289564441,28.0210917818914,29.0260411815542,29.2389783011797,29.4747425686959,1.51322289564441,4
42,70710.0796585144,1306.1309829401,830,25,0.25,1,0,0.25,1,0,0.2,1,75,0.25,1,0,0,0,-0.641316650229196,0.0526890685211128,0.207405394351102,0.478255521641721,0.300074993691899,36.3372510595081,37.4062567782584,38.8109731040884,36.706823231379,0.300074993691899,3
40,54539.1431480359,416.21102312396,831,25,0.15,0,100,0.25,1,75,0.2,0,25,0.25,1,0,0,0,-0.11069733261195,0.156454302054907,0.942026783647848,-0.58279112652643,2.09858146359388,25.1225743432186,23.2647259778854,24.1752984594784,23.6504805493041,2.09858146359388,1
51,55930.7088398589,1062.94145436153,832,25,0.2,0,75,0.15,1,100,0.25,1,75,0.15,0,0,0,0,1.12996780447107,-0.329477177711338,-0.995188318060572,3.51300233968248,2.88126166589061,20.7960703183512,21.3366253361688,17.7959141958195,23.6791048535626,2.88126166589061,4
60,17844.8808335694,1148.346684304,833,25,0.15,0,100,0.25,1,100,0.15,1,25,0.25,1,0,0,0,2.08750527955413,5.09162156684196,1.96914999327235,-0.520151893558503,-1.06132895366789,-13.8693460119119,-12.990229724624,-13.6127012981936,-17.4770031850245,-1.06132895366789,5
30,41869.453658278,955.523599796844,834,100,0.1,0,25,0.15,0,25,0.1,0,0,0.2,1,0,0,0,-0.370808578247699,-1.42563646477788,0.615391881484617,0.151294428089473,1.20901438499786,19.2182270312886,18.0383991447584,21.3294274910209,20.2403300376258,1.20901438499786,3
27,42381.7521760811,871.39958059175,835,25,0.2,0,25,0.15,1,25,0.25,1,100,0.25,1,0,0,0,-1.25379909833325,0.178502742995645,1.61460203487209,3.58735035396061,0.0510906646402258,18.8956902513357,23.0779920926646,22.014091384541,22.8618397036295,0.0510906646402258,2
59,24671.1220484929,927.652290011451,836,25,0.05,0,100,0.2,1,25,0.25,0,0,0.1,1,0,0,0,0.114353586269049,1.3412768003932,2.71210678308469,1.6520926563414,1.21464188098133,-7.04019267251201,-9.18826945838786,-9.44243947569637,-4.87745360243967,1.21464188098133,5
38,53827.7120544863,872.140709118342,837,0,0.15,1,75,0.05,0,75,0.2,1,75,0.1,1,0,0,0,-0.61823293318635,-1.03777444756141,-0.0592728858476514,1.38771339742728,1.62136369104946,26.885322313127,26.3407807987519,25.0692823604657,29.0162686437406,1.62136369104946,4
19,51371.1725635865,812.146809913851,838,0,0.15,0,100,0.05,0,0,0.25,1,0,0.05,0,0,0,0,-0.275884549487628,0.867971880480446,0.236662180084437,0.61043803661162,0.694771789181789,33.1396121295609,35.2834685595289,32.6521588591329,36.5259347156601,0.694771789181789,4
23,40046.9181002022,600.24304453096,839,100,0.25,1,75,0.1,1,100,0.15,1,25,0.15,0,0,0,0,0.021944912120138,-0.436290926007851,0.0223004241321776,-0.889561472168697,3.71254394871299,19.311825297292,22.9785894591641,21.8121808093041,20.5253189130032,3.71254394871299,2
31,57076.8947885237,320.997875085905,840,100,0.2,0,25,0.2,1,0,0.1,0,100,0.15,1,0,0,0,1.15566253737764,1.41676685999104,0.890166836584315,-0.543469455456668,-0.103185742491772,30.6710231076228,33.5571274302362,34.4055274068295,31.7218911147885,-0.103185742491772,3
30,61886.0836606677,962.382523926654,841,0,0.05,0,75,0.25,0,100,0.05,0,100,0.05,1,0,0,0,-1.1389436969317,1.03957527864167,-0.298666348958176,2.13986805565188,-1.11431041657981,38.2142274146359,34.2677463902092,37.5545047626094,41.4930391672194,-1.11431041657981,4
60,50267.833083037,669.863710028181,842,100,0.15,1,100,0.15,0,75,0.25,0,25,0.05,1,0,0,0,-0.178748788698825,-0.253691380657777,0.762987088406797,3.19595322002329,0.834855063333229,11.7989093318826,10.2239667399237,9.11564520898826,18.7986113406048,0.834855063333229,4
61,12035.115279308,746.5917317224,843,25,0.2,1,0,0.05,0,75,0.05,1,75,0.05,1,0,0,0,4.87760424222643,0.492687193364175,0.905733192207221,-0.331810423706849,-1.07108779842071,-16.2675477703618,-18.027464819224,-17.239418820381,-18.4769624362951,-1.07108779842071,5
27,47528.5626926814,617.696587799091,844,100,0.1,1,100,0.05,0,0,0.25,1,100,0.2,1,0,0,0,0.355747484316259,-0.0025447735961674,0.187901717741824,0.913314205361807,-1.12996460726419,27.7550257730955,27.146733515183,25.337180006521,25.812592494141,-1.12996460726419,1
23,53512.1685774216,821.6073012811,845,0,0.05,1,75,0.25,1,25,0.15,1,75,0.15,1,0,0,0,1.39207792792515,-0.386121235014319,-0.686873708564471,-1.19762261378175,1.875319163993,38.6274212187335,30.724222055794,33.6734695822439,32.4127206770266,1.875319163993,1
21,76723.4842419217,1135.24652085001,846,25,0.25,1,25,0.05,1,25,0.15,0,25,0.25,0,0,0,0,0.576874573145147,-1.19247845568514,-0.543456783333518,2.08945596941208,1.6872668972227,53.1668361787786,56.3974831499483,53.0465048223,53.1794175750456,1.6872668972227,2
31,82925.1223325394,962.437581302207,847,75,0.2,1,0,0.1,1,25,0.25,1,100,0.1,1,0,0,0,-0.871409024482311,-0.267237726819252,0.00383371633256381,2.68126547445663,-0.329985682595394,52.4899449581762,56.7191162558393,52.8651876989911,58.1676194571152,-0.329985682595394,4
32,60007.8431188641,1093.69185942164,848,100,0.2,0,75,0.25,0,0,0.1,0,25,0.15,0,0,0,0,0.703771082784391,0.548162040876222,0.655021622612204,-0.192376024909747,2.13502205811673,32.2104377338189,31.1798286919107,36.1616882736467,33.6892906261247,2.13502205811673,3
35,51908.3653090157,685.963888471845,849,100,0.15,0,25,0.1,0,25,0.2,1,0,0.25,0,0,0,0,1.487539865998,2.34590829271152,-0.170935856626109,0.663678462716389,1.13031736769964,25.8596503786614,29.0930188053749,25.5761746560373,24.0357889753798,1.13031736769964,2
32,38900.3711811912,1268.19854443719,850,100,0.05,0,0,0.1,1,100,0.15,0,75,0.2,1,0,0,0,0.954602226035248,0.227788339361358,2.64222375477273,1.0166592139652,-0.013242066346193,18.2699177300478,19.2931038433739,17.4575392587853,16.4569747179777,-0.013242066346193,2
32,16256.0351828113,1177.96283096246,851,100,0.15,1,0,0.15,0,100,0.1,1,100,0.2,0,0,0,0,-0.717302914095838,-0.293855511238431,0.76966717028267,0.687300091206749,0.700970074302552,-3.64967300870622,-3.22622560584881,-0.912702924327709,-4.99507000340363,0.700970074302552,5
28,37670.2222486724,1319.23406459255,852,25,0.1,1,25,0.15,1,0,0.25,1,75,0.05,1,0,0,0,5.03260115748466,-1.22588283213589,0.343390846073841,0.835187340695402,1.63883069483024,24.6772900688562,17.1688060792357,16.6130797574454,20.979876252067,1.63883069483024,1
49,54668.9519298303,1479.8166232722,853,75,0.2,1,100,0.15,0,100,0.05,0,25,0.2,1,0,0,0,-0.376743316434814,0.0236370823844082,1.20518495092988,-1.06337674292069,1.06215767933121,19.9668658239209,19.7422462227401,23.4237940912856,20.030232397435,1.06215767933121,3
45,70322.4423891433,1400.8073470229,854,75,0.2,0,25,0.15,0,75,0.25,0,100,0.25,1,0,0,0,1.72551171497131,0.74685087176939,-0.688247748753335,1.58856548988929,1.15266150965289,35.8745877457431,36.8959269025412,32.2108282820185,35.6126415206611,1.15266150965289,2
41,76985.7913248715,978.499202612655,855,25,0.2,1,25,0.1,1,75,0.25,1,100,0.05,1,0,0,0,-0.631390497961439,1.6966511851702,-0.311861190611031,0.100809615053836,0.918265266833734,43.4315321281793,48.2595738113109,41.7510614355297,46.7887322411946,0.918265266833734,2
33,48975.3605961893,1100.06755564723,856,75,0.2,1,75,0.25,0,25,0.25,1,0,0.25,1,0,0,0,0.827495126092414,-1.24616607408455,1.82411817156205,-0.632290454037102,0.328729877504406,24.3315516328533,19.5078904326764,24.828174678323,22.7467660527238,0.328729877504406,3
19,65405.4152203049,1325.80445547504,857,75,0.1,1,75,0.15,0,0,0.15,1,100,0.05,1,0,0,0,-0.22920317732512,-0.890520542248622,0.176242690204768,-0.443787573127751,1.30577688207881,46.740399759934,43.3290823950105,47.0208456274639,47.4008153641314,1.30577688207881,4
25,65294.3227605449,604.598989222737,858,75,0.05,1,100,0.1,0,0,0.05,0,0,0.15,0,0,0,0,1.89649801203042,0.732956750467266,2.71409322533237,-0.380383187172189,-0.16972867930561,47.0216723584936,42.7331310969305,47.4642675717956,41.869791159291,-0.16972867930561,3
21,33400.7252352083,740.58016641363,859,100,0.2,0,25,0.1,0,0,0.15,0,0,0.15,1,0,0,0,0.845125319202216,3.1803793509966,0.389653978629067,-1.14031450656715,-1.42466296712342,15.2357417691293,21.1959958009237,17.5302704285561,17.5003019433599,-1.42466296712342,2
37,78915.9760847327,937.699505673425,860,25,0.05,0,25,0.15,1,100,0.15,1,75,0.15,0,0,0,0,0.559305549650418,0.252975252071113,2.48743645814614,0.603811358229985,-0.142110680205443,50.5128852216732,49.2065549240939,50.3160161301689,47.3073910302527,-0.142110680205443,1
45,23868.8677797273,1265.57537456354,861,75,0.2,0,100,0.25,1,25,0.05,0,25,0.05,1,0,0,0,0.511936858495718,0.939782376381125,5.25090004027257,0.351320109439134,2.34898748530453,-4.82452552873608,-4.52168001085068,4.41443765304077,1.01485772220733,2.34898748530453,3
38,63452.558024925,1248.16197123725,862,100,0.25,0,25,0.25,1,75,0.05,1,75,0.15,0,0,0,0,-0.397890076908221,-0.213939753069847,1.58565715961451,1.73009740899982,-1.19655873155003,29.786784244278,32.5957345681164,38.6453314808007,34.789771730186,-1.19655873155003,3
54,48493.4714262042,1759.58151308195,863,75,0.25,0,25,0.2,1,25,0.25,1,100,0.25,0,0,0,0,-1.04176635990176,1.54049363978176,-0.0904879316041877,-0.140327561854103,0.463465400269333,8.80268435237182,14.8849443520553,12.0039627806694,9.32912315041948,0.463465400269333,2
25,32313.8939175212,1256.13111510876,864,100,0.1,0,75,0.25,0,100,0.1,1,75,0.1,0,0,0,0,0.219741497515397,2.94684486203949,-1.05650723509278,-0.90942260431967,1.12275629721822,14.1865513274084,13.5386546919325,14.4103025948002,13.4323872255734,1.12275629721822,3
65,29646.8612625656,736.133707444336,865,100,0.2,0,75,0.1,0,75,0.25,1,100,0.2,0,0,0,0,0.998551790678982,-1.80784531343241,0.860992285764394,-0.127317421585896,1.8705497570866,-9.80161613614028,-9.73301324025167,-9.31417564105487,-10.9274853484052,1.8705497570866,5
19,34053.5360092666,773.828550321424,866,100,0.2,0,0,0.2,1,100,0.05,0,75,0.05,1,0,0,0,1.80889583453122,1.36792058531074,0.950744516670477,-0.167058442348092,1.45977079128287,17.7544014424078,20.3134261931874,20.6462501245471,21.4034471655285,1.45977079128287,4
32,13607.8012075613,1780.87197072662,867,25,0.1,0,25,0.15,0,0,0.15,0,0,0.15,1,0,0,0,0.669549369852822,-0.375401798451998,4.18717569328054,0.912380777540453,-0.945568092981,-3.63881960372009,-5.93377077202491,-0.996193280292365,-2.77098819603245,-0.945568092981,5
41,89386.6534489929,880.094159069626,868,75,0.25,1,75,0.2,0,75,0.2,1,100,0.15,0,0,0,0,0.572088374780981,-0.934194381827897,-0.0761255027504377,0.380609047771705,0.496984089527489,53.175743806425,51.4194610498161,53.7775299288935,53.6092644794157,0.496984089527489,3
22,44204.3333624929,966.326461614854,869,100,0.25,0,75,0.2,1,0,0.25,1,25,0.25,0,0,0,0,0.386352394368213,0.244071363712162,-0.43165368634183,1.65460439565534,-0.212352866836707,22.2100357524872,25.1927547218311,24.3920296717771,24.6032877537743,-0.212352866836707,2
58,19591.3515126598,1008.44833131382,870,75,0.1,1,75,0.15,1,0,0.15,1,100,0.05,1,0,0,0,1.32612765162812,0.465556886173385,0.314350190985058,0.84045867893157,4.26566667196619,-10.1462235626111,-12.2567943280658,-11.2830010232541,-9.75689253530762,4.26566667196619,5
45,56484.5818441937,1058.40224906705,871,75,0.1,0,100,0.15,1,25,0.2,1,25,0.2,0,0,0,0,-0.178590457652788,-0.0655559712577388,-0.341319942577428,2.73141214057238,1.68104554217488,24.7083041099119,24.6963385963069,24.2955746249872,25.868306708137,1.68104554217488,4
29,56321.2042310108,842.295114605752,872,75,0.2,0,75,0.1,1,0,0.1,0,75,0.15,0,0,0,0,-1.17014145284431,-1.53034539313933,-0.383591969037366,3.86901997967913,0.517266607881372,29.0778821435148,32.7176782032198,33.4894316273218,35.3670435760383,0.517266607881372,4
28,39371.1109937147,1499.18545363955,873,0,0.15,1,100,0.15,0,25,0.15,0,25,0.2,0,0,0,0,2.79292593252999,0.580900954163889,2.96052171237839,3.41868425889257,0.400517015947647,23.0083702771875,17.7963452988214,21.3009660570359,20.50912860355,0.400517015947647,1
43,81868.214845715,921.363871333676,874,75,0.2,1,100,0.15,1,25,0.1,0,25,0.15,1,0,0,0,1.96725664652015,0.172648073826956,1.08753172103838,0.8413379709215,1.15743903739954,48.4302392653779,47.5106306926847,49.3005143398962,49.3043205897793,1.15743903739954,4
51,76992.5627698192,973.430897025506,875,75,0.25,1,75,0.1,1,75,0.1,1,0,0.05,0,0,0,0,0.580353522966275,0.0779747383927467,0.365356495598314,2.41972010312574,-0.855787700603985,37.6490318773126,40.8966530927391,41.1840348499446,44.1133984574721,-0.855787700603985,4
21,2278.68140796643,1197.08697230067,876,75,0.2,1,100,0.05,1,0,0.2,0,0,0.1,1,0,0,0,-0.328773381499672,-0.618173075480927,0.356430036032152,0.607236796942986,1.76177411523125,-10.5168941847282,-7.43129387870946,-10.2066907671964,-5.95588400628555,1.76177411523125,5
44,86227.0134267231,1637.73265830113,877,0,0.2,0,100,0.05,0,0,0.1,0,0,0.25,1,0,0,0,-0.605663385763553,-0.690979717828354,2.23122886353647,-0.294663546888892,-0.111916696198848,48.6872980269511,50.8519816948863,54.0241902762511,49.2482978658257,-0.111916696198848,3
56,60932.9305163795,444.731359238934,878,100,0.1,0,75,0.2,0,75,0.25,0,0,0.15,1,0,0,0,-0.131505580038796,0.305997528727205,0.815577896978614,2.56276490216631,-0.898833275785139,22.6614853588838,20.9739884676498,20.2335688359012,27.1057558410889,-0.898833275785139,4
20,31517.5059831184,1066.57756301913,879,100,0.25,0,25,0.1,1,25,0.15,1,100,0.05,1,0,0,0,-1.11518456136019,3.50121597526444,-0.66091486104999,1.24252800948589,0.162099822958007,10.9246955242905,21.9160960609151,16.5039652246007,19.7824080951365,0.162099822958007,2
57,45667.547397707,943.108025769597,880,0,0.2,0,100,0.1,0,100,0.05,1,25,0.1,1,0,0,0,0.141699271174027,0.38803045580593,-0.306478056929894,2.04929307212708,3.93040405122879,8.45911455922495,9.70544574385685,11.760937231121,13.991708360178,3.93040405122879,4
32,24730.7996547671,825.244878488346,881,0,0.2,0,25,0.25,0,100,0.05,0,0,0.1,1,0,0,0,-0.654724404727499,2.07674460326844,0.192036974975652,1.49070082325012,0.407630285509023,2.36645530182453,3.47292430982047,5.46321668152768,8.51188052980215,0.407630285509023,4
28,6628.69363864994,1024.32190055934,882,100,0.2,0,25,0.25,1,0,0.25,0,100,0.2,1,0,0,0,2.47131787495222,0.956980959781883,-0.594065721743754,-0.16344097813711,1.67898914033137,-9.39429253219533,-9.53362944736567,-12.2096761288913,-10.5290513852847,1.67898914033137,5
64,63896.5072532664,838.603307629649,883,0,0.25,0,0,0.15,0,25,0.2,1,100,0.15,0,0,0,0,-0.445734665291678,-0.878395702129234,5.04109881544512,1.11037075068637,0.371713259766812,18.6162964999848,20.6836354631472,26.4781299807216,21.1724019159628,0.371713259766812,3
62,63955.0830616137,373.645450014987,884,75,0.05,1,0,0.1,0,0,0.05,0,100,0.15,0,0,0,0,0.682113272613413,2.44751154510449,-0.229134591061677,-0.671371167003303,-0.398516283550943,26.1689338749851,26.3093321474762,24.88268601131,20.4404494353684,-0.398516283550943,2
45,82480.943736384,1284.18442453918,885,75,0.2,0,100,0.1,1,25,0.2,1,100,0.15,1,0,0,0,0.418910344833345,1.34072936569378,4.12775773187665,4.30249573173063,-1.01992080348288,44.9027125207598,49.4495315416202,50.8615599078031,51.1612979076571,-1.01992080348288,4
27,33354.4851095849,993.433573025709,886,100,0.25,1,0,0.1,0,75,0.05,1,75,0.1,1,0,0,0,-1.07272554429191,-1.37938266653195,-0.23750279962415,1.35047297857976,0.743258209928618,10.5285867988553,13.9719296766152,16.738809543523,17.0767853217269,0.743258209928618,4
43,62997.8404357258,1338.44247795463,887,25,0.1,1,0,0.2,0,100,0.1,0,100,0.05,0,0,0,0,-0.303140507906565,-0.0110076925380282,2.40876508558357,-0.0031226781709636,-0.101313377190586,33.3700238624603,30.0371566778289,33.4569294559505,32.2950416921959,-0.101313377190586,3
39,43445.7424935517,1277.89363664981,888,25,0.2,1,0,0.05,1,100,0.15,0,0,0.2,1,0,0,0,-0.0592806186225832,-0.0851735625854745,0.981780210364501,0.631521795431639,0.681522386522733,16.4946005008964,20.5937075569335,16.1606613298835,17.5604029149506,0.681522386522733,2
48,32306.5171725041,1434.72830845708,889,75,0.2,1,25,0.1,1,25,0.2,1,100,0.15,1,0,0,0,-1.19325313074338,1.44327723681473,3.41523051438808,-0.317774982511222,-1.18724105495923,0.642286465885136,6.52881683344325,6.00077011101659,2.39276461411729,-1.18724105495923,2
57,37127.6292100448,741.929769623041,890,100,0.1,1,25,0.2,1,75,0.15,1,75,0.25,0,0,0,0,-1.3872956139564,0.329212360040749,-1.02403078194313,-1.07275435030795,1.91738277146066,2.17118921458169,2.51269718857885,1.65945404659497,-2.38926952176985,1.91738277146066,2
21,25424.1862284424,1229.04768428994,891,100,0.15,1,100,0.05,1,25,0.05,0,0,0.1,1,0,0,0,0.394500942059835,0.700178974333406,1.62358985274493,-0.81921319931786,-0.926708742205874,10.7550592362359,13.5607372685095,14.109148146921,12.2913450948582,-0.926708742205874,3
69,67108.381524648,1612.86696686578,892,25,0.05,0,100,0.1,1,25,0.05,0,75,0.15,0,0,0,0,0.00818633242716134,-0.0398868772847901,-0.111516975718828,-0.614088362940835,0.481354804834402,23.925310628378,23.002237418666,23.805607320232,20.05303593301,0.481354804834402,1
49,28447.1288047354,1097.54770085065,893,25,0.15,1,0,0.2,0,100,0.15,0,100,0.05,1,0,0,0,-0.852174514186365,0.697038723013102,-0.830277160150426,1.68265981891747,1.37351747961183,-0.797115030161243,-1.62290179296178,-3.4002176761253,3.11271930294259,1.37351747961183,4
50,26477.7827107515,1048.98259400048,894,75,0.1,0,25,0.15,1,75,0.15,1,25,0.2,0,0,0,0,-0.480520635119027,0.479990720098916,0.0723575902478961,-0.413426812234589,-1.3535101531862,-3.59940533098025,-1.63889397576231,-2.79652710561333,-5.28231150809582,-1.3535101531862,5
35,36482.7297924347,1178.70542846856,895,0,0.1,1,0,0.25,1,25,0.25,0,0,0.1,0,0,0,0,0.807956954855457,-1.01561866754585,-0.316889059507298,3.9506539571197,0.385911484219453,16.3182772784249,10.7447016560236,9.56843126406216,17.9609742806892,0.385911484219453,4
53,81654.1301095879,1487.13390943635,896,0,0.1,0,75,0.05,0,25,0.1,1,25,0.25,0,0,0,0,3.62358147409013,0.635295732158556,1.07647711056306,-0.236024228894187,-0.283671392210941,47.0295920672398,44.1663063253083,45.6074877037128,39.0449863642555,-0.283671392210941,1
32,69434.0344128818,643.714616215057,897,0,0.15,1,0,0.1,1,75,0.15,1,75,0.05,1,0,0,0,0.639345693473828,-0.258237979573192,-0.775432453432655,0.652771901822515,1.22236301725006,44.4082749444233,44.7606912713763,41.8684967975168,45.796701152772,1.22236301725006,4
62,56991.5302204611,685.989765758528,898,100,0.25,1,25,0.25,1,100,0.15,0,75,0.25,1,0,0,0,-1.62608431533028,0.0103524436547385,0.930041687850007,0.328400173408459,-0.887334601392223,12.5667163720616,15.3281531310466,16.1228423752419,14.8962008608004,-0.887334601392223,3
39,44101.1675477298,1325.88138097918,899,25,0.25,0,100,0.2,1,100,0.1,1,100,0.1,0,0,0,0,1.13589967411886,0.988687775523204,0.840433709085512,2.01159592172425,3.18754669232661,15.4968920896892,16.9746801910935,19.3264261246558,18.9975883372946,3.18754669232661,3
63,30673.7627303723,1144.69176394136,900,75,0.25,0,100,0.15,0,0,0.05,1,0,0.1,1,0,0,0,0.95796530789846,0.0555800958000174,-0.455666012201034,0.603633899026558,-0.00143462276968032,-8.84433637128508,-7.62172158338353,-2.63296769138458,-2.82366778015699,-0.00143462276968032,5
45,54814.7418621638,938.850294570356,901,100,0.05,0,25,0.25,0,25,0.2,1,75,0.05,0,0,0,0,-0.182163536241568,0.661724005249976,4.42384031091075,0.330705554916614,1.75384674934579,24.1603670465977,21.1292545880892,27.64137089375,25.0482361377558,1.75384674934579,3
53,77435.6900550351,904.738067374087,902,25,0.25,1,100,0.2,1,75,0.15,1,75,0.25,1,0,0,0,0.221588143501714,0.650523042896415,-0.364110734856117,0.212150820792313,0.529689005727975,37.4169246902815,37.9708595896762,38.5812258119237,36.6574873675721,0.529689005727975,3
55,62577.4450707326,706.394571383503,903,100,0.05,1,100,0.25,1,75,0.25,0,25,0.2,1,0,0,0,-0.400729073970855,-0.0587262081449859,0.355101064999372,-0.245328430600615,0.604467670741843,27.0400992361518,22.3821021019777,21.6709293751221,24.5704998795221,0.604467670741843,1
20,79938.4991047664,616.918466744975,904,75,0.25,1,25,0.25,1,100,0.25,0,100,0.2,0,0,0,0,-0.481143036086619,0.876638097627483,-0.222895127754678,-0.308306962064437,1.72761043865512,54.5915812029648,56.6993623366789,52.9748291112967,54.139417276987,1.72761043865512,2
38,53843.6052048312,897.566446421215,905,0,0.15,1,100,0.15,1,75,0.15,0,25,0.15,0,0,0,0,-1.32008958138905,1.17120902264265,-0.642409936381697,2.12936816220839,-0.940973197763423,26.1969748427175,27.1882734467492,24.2496544877248,27.7714325863149,-0.940973197763423,4
48,53215.4539661475,945.323465845662,906,100,0.25,0,75,0.1,1,100,0.05,0,0,0.15,0,0,0,0,2.07748185791208,0.672739037731251,1.66239794962534,1.40753794243433,1.06071558470849,18.5606177291375,22.7808749089566,23.1455338208507,21.8906738136597,1.06071558470849,3
66,48402.1078662169,1147.89912243321,907,25,0.05,0,25,0.1,0,75,0.15,1,0,0.2,0,0,0,0,0.393594663204744,-0.497027842518622,-1.07714301124086,0.156420671589735,0.238393964788245,9.91038634948907,7.7697638437657,6.68964867504346,6.29821235787406,0.238393964788245,1
29,19666.1963202748,1309.50675086175,908,100,0.25,0,25,0.05,0,25,0.1,0,100,0.25,0,0,0,0,-0.52390482091108,0.66181541679487,2.22973851025536,0.256228751165824,0.785331988344261,-3.05763794867754,4.25308228902841,4.57100538248889,-2.27750437660064,0.785331988344261,3
56,42521.3288512002,1022.68897240673,909,75,0.15,0,100,0.15,1,100,0.15,0,75,0.25,1,0,0,0,-0.494900598869238,0.307139751827278,0.654962267173212,1.94421849122298,-0.334725019719446,5.77322892465096,7.70026927534748,6.54809179069341,7.21234801474319,-0.334725019719446,2
45,61763.2828766878,1003.25459996188,910,75,0.15,0,100,0.05,0,0,0.25,1,75,0.05,1,0,0,0,0.434565651363992,0.544023365659225,1.9004871769053,-1.11561544171169,-0.435031132944056,28.5583560965487,30.7928138108439,30.14927762209,31.008175003473,-0.435031132944056,4
65,67791.8223598631,1321.68061959056,911,100,0.05,0,25,0.1,0,75,0.15,0,75,0.25,1,0,0,0,-0.963417451863663,1.3921603668302,0.392676092506853,0.533145681492883,-1.91142875016282,24.4096315540199,26.6402093727138,23.6407250983905,22.7811946873765,-1.91142875016282,2
56,52398.5348333602,518.389743954274,912,100,0.2,1,75,0.05,0,25,0.05,1,75,0.2,0,0,0,0,-0.810908298795542,0.539217768072588,0.581052676776709,-0.672939636468607,0.44547539724194,13.7278463095606,17.7029723764287,19.9948072851329,12.7408149718875,0.44547539724194,3
